age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_true,p_yes,cum_calls,cum_contracts_true,cum_contracts_expected
25,services,single,unknown,no,yes,no,cellular,jun,tue,516,1,13,2,failure,-1.7,94.055,-39.8,0.702,4991.6,1,0.7428094915631682,161,139,132.04679168346578
64,housemaid,married,unknown,no,yes,no,telephone,may,wed,671,3,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,1,0.7428094915631682,162,140,132.78960117502896
30,technician,single,professional.course,no,yes,no,cellular,sep,fri,789,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,0,0.7425580224100109,163,140,133.53215919743897
50,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,801,1,999,1,failure,-1.8,93.876,-40.0,0.682,5008.7,0,0.741491662105804,164,140,134.27365085954477
41,unemployed,married,high.school,no,yes,yes,cellular,sep,wed,175,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.741491662105804,165,141,135.01514252165057
63,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,299,1,3,1,success,-3.4,92.379,-29.8,0.749,5017.5,1,0.741491662105804,166,142,135.75663418375638
28,student,single,university.degree,no,unknown,unknown,cellular,may,fri,1027,2,999,0,nonexistent,-1.8,93.876,-40.0,0.695,5008.7,1,0.7412401929526466,167,143,136.49787437670904
53,unknown,married,professional.course,no,no,no,cellular,jun,thu,217,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,0,0.7412401929526466,168,143,137.2391145696617
43,technician,married,high.school,no,yes,no,cellular,sep,tue,260,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,1,0.7412401929526466,169,144,137.98035476261435
60,retired,married,professional.course,no,yes,no,cellular,sep,thu,365,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,1,0.7393299522345723,170,145,138.71968471484894
32,services,single,high.school,no,yes,yes,cellular,aug,wed,253,1,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7381977807024808,171,146,139.45788249555142
46,housemaid,single,university.degree,no,yes,yes,cellular,jun,fri,324,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,1,0.7380121227772081,172,147,140.19589461832862
45,admin.,married,university.degree,no,no,no,cellular,sep,mon,351,1,3,2,success,-3.4,92.379,-29.8,0.797,5017.5,1,0.7380121227772081,173,148,140.93390674110583
48,entrepreneur,married,university.degree,no,no,yes,cellular,aug,fri,295,2,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,1,0.7380121227772081,174,149,141.67191886388304
35,technician,single,professional.course,no,no,no,cellular,jul,mon,562,4,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,1,0.7380121227772081,175,150,142.40993098666024
24,student,single,high.school,no,no,no,cellular,jun,wed,288,6,6,1,success,-1.7,94.055,-39.8,0.727,4991.6,1,0.7378130454306234,176,151,143.14774403209086
25,admin.,single,university.degree,no,yes,yes,cellular,jun,tue,431,3,4,1,success,-2.9,92.963,-40.8,1.286,5076.2,0,0.7368249954391373,177,151,143.88456902753
18,student,single,unknown,no,yes,no,cellular,sep,fri,563,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.7362866325811296,178,152,144.62085566011115
31,admin.,single,university.degree,no,unknown,unknown,cellular,oct,tue,192,1,3,1,success,-1.1,94.601,-49.5,1.008,4963.6,1,0.7362866325811296,179,153,145.3571422926923
32,admin.,married,university.degree,no,yes,no,cellular,aug,wed,1842,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.7338043498697886,180,154,146.09094664256207
30,admin.,married,university.degree,no,no,no,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1,0.7335904155812628,181,155,146.82453705814333
92,retired,divorced,unknown,unknown,no,no,cellular,may,wed,405,3,999,1,failure,-1.8,93.876,-40.0,0.697,5008.7,1,0.7329627607583457,182,156,147.55749981890168
60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7318649253851844,183,157,148.28936474428687
37,management,married,high.school,no,yes,no,cellular,aug,thu,633,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1,0.7305762796943499,184,158,149.01994102398123
40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7301108762526669,185,159,149.7500519002339
28,admin.,single,high.school,no,yes,no,cellular,mar,fri,342,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.7292584502369857,186,160,150.47931035047088
25,admin.,married,university.degree,no,yes,no,cellular,mar,fri,294,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.7292584502369857,187,161,151.20856880070787
39,technician,divorced,high.school,no,no,no,cellular,mar,mon,222,1,12,2,success,-1.8,93.369,-34.8,0.639,5008.7,1,0.7271616806287449,188,162,151.9357304813366
32,admin.,single,high.school,no,no,no,cellular,apr,thu,1143,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.727096740365754,189,163,152.66282722170237
39,technician,married,university.degree,no,yes,no,cellular,jun,mon,713,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,1,0.7257789109083898,190,164,153.38860613261076
51,services,married,high.school,no,yes,no,cellular,nov,mon,354,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,0,0.7256634404470543,191,164,154.1142695730578
72,retired,married,basic.4y,no,yes,no,cellular,jul,fri,582,2,999,1,failure,-1.7,94.215,-40.3,0.822,4991.6,0,0.724591783570319,192,164,154.83886135662814
51,services,married,high.school,no,no,no,cellular,may,tue,1267,1,999,1,failure,-1.8,93.876,-40.0,0.668,5008.7,1,0.724591783570319,193,165,155.56345314019848
58,self-employed,married,university.degree,no,no,no,cellular,aug,fri,1242,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.7245899616282104,194,166,156.28804310182667
35,admin.,single,university.degree,no,yes,no,cellular,apr,thu,388,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,1,0.7244708420661761,195,167,157.01251394389286
61,retired,married,university.degree,no,no,no,telephone,aug,tue,249,2,3,1,success,-2.9,92.201,-31.4,0.859,5076.2,1,0.7243456109896901,196,168,157.73685955488256
30,admin.,single,university.degree,no,no,no,cellular,jun,wed,656,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.7240534207123113,197,168,158.46091297559488
19,student,single,unknown,no,yes,no,telephone,apr,fri,1161,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.7240534207123113,198,168,159.1849663963072
26,admin.,married,high.school,no,no,no,cellular,jun,wed,598,4,12,3,failure,-1.7,94.055,-39.8,0.767,4991.6,1,0.7240522752835742,199,169,159.9090186715908
45,unemployed,married,high.school,no,no,no,cellular,sep,wed,1081,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,1,0.7224353702716158,200,170,160.6314540418624
18,student,single,high.school,no,no,no,cellular,nov,fri,256,2,7,2,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.7213031987395242,201,171,161.35275724060193
37,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329,3,9,1,success,-2.9,92.201,-31.4,0.851,5076.2,1,0.7211175408142514,202,172,162.07387478141618
18,student,single,basic.6y,no,no,yes,cellular,oct,fri,368,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,1,0.7211175408142514,203,173,162.79499232223043
54,blue-collar,married,basic.9y,no,yes,no,cellular,jun,fri,239,2,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,1,0.7211175408142514,204,174,163.51610986304468
32,admin.,married,university.degree,no,no,no,cellular,may,thu,1030,1,6,1,success,-1.8,92.893,-46.2,1.327,5099.1,1,0.719392050618173,205,175,164.23550191366286
45,admin.,married,university.degree,no,no,no,cellular,jul,wed,194,1,13,1,success,-2.9,92.469,-33.6,1.029,5076.2,0,0.719392050618173,206,175,164.95489396428104
38,blue-collar,single,high.school,no,yes,no,telephone,mar,wed,557,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.7182781118399623,207,176,165.673172076121
65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,190,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,1,0.7154155521692289,208,177,166.38858762829022
36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1407,1,999,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,1,0.7151161022457189,209,178,167.10370373053595
59,admin.,married,high.school,no,yes,no,cellular,aug,wed,1019,2,2,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.7137982727883545,210,179,167.8175020033243
43,blue-collar,married,professional.course,no,yes,yes,cellular,jun,thu,1720,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,1,0.713430228578236,211,180,168.53093223190254
39,technician,divorced,high.school,no,no,no,cellular,mar,mon,174,1,3,1,success,-1.8,93.369,-34.8,0.639,5008.7,1,0.7109890487018425,212,181,169.24192128060437
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,662,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.7106492391106746,213,182,169.95257051971504
41,admin.,married,university.degree,no,yes,no,cellular,apr,fri,342,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,1,0.7093314096533102,214,183,170.66190192936836
31,technician,single,university.degree,no,no,no,cellular,may,tue,911,1,2,1,success,-1.8,92.893,-46.2,1.266,5099.1,0,0.7093314096533102,215,183,171.37123333902167
30,admin.,married,university.degree,no,yes,yes,cellular,may,mon,742,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.7093314096533102,216,184,172.080564748675
24,technician,single,high.school,no,yes,no,cellular,may,mon,841,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.7088843289454332,217,185,172.78944907762042
34,technician,single,basic.9y,no,no,no,cellular,aug,mon,205,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,1,0.7085680010346608,218,186,173.49801707865507
31,technician,married,unknown,no,no,no,cellular,nov,fri,498,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,0.708476668206719,219,187,174.20649374686178
24,student,single,high.school,no,yes,no,cellular,dec,thu,726,3,999,0,nonexistent,-3.0,92.713,-33.0,0.712,5023.5,1,0.708381229110872,220,188,174.91487497597265
21,student,single,university.degree,no,no,no,cellular,jun,fri,493,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.708030068233581,221,189,175.62290504420622
21,student,single,high.school,no,no,no,cellular,mar,tue,220,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,1,0.7065738511883332,222,190,176.32947889539454
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,2486,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,1,0.7058518703247143,223,191,177.03533076571927
32,technician,divorced,professional.course,no,yes,yes,cellular,mar,tue,460,1,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,0.7041263801286359,224,192,177.7394571458479
46,admin.,married,university.degree,no,yes,no,cellular,mar,thu,335,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,1,0.7021730486344842,225,193,178.44163019448237
60,housemaid,married,basic.4y,no,yes,no,cellular,jun,tue,700,3,999,1,failure,-1.7,94.055,-39.8,0.723,4991.6,1,0.7021730486344842,226,194,179.14380324311685
29,admin.,single,high.school,no,yes,no,cellular,nov,fri,176,2,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7020668526734741,227,195,179.84587009579033
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,169,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,1,0.7003836387739388,228,196,180.54625373456426
31,technician,married,university.degree,no,yes,yes,cellular,oct,tue,203,4,6,2,success,-1.1,94.601,-49.5,0.982,4963.6,1,0.6994883578205221,229,197,181.24574209238477
84,retired,married,high.school,no,no,no,cellular,dec,tue,351,1,999,0,nonexistent,-3.0,92.713,-33.0,0.715,5023.5,1,0.6985360886676955,230,198,181.94427818105248
41,technician,married,professional.course,no,yes,no,cellular,nov,mon,545,2,999,0,nonexistent,-1.1,94.767,-50.8,1.039,4963.6,1,0.6966115005480191,231,199,182.6408896816005
36,admin.,married,university.degree,no,no,no,cellular,jul,thu,1739,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.6962939708136667,232,199,183.33718365241415
22,services,single,professional.course,no,no,no,cellular,jul,tue,363,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1,0.696000087843453,233,200,184.0331837402576
57,self-employed,married,university.degree,unknown,yes,no,cellular,aug,mon,932,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6933509724009699,234,201,184.72653471265858
38,technician,married,professional.course,no,yes,no,cellular,jun,tue,993,4,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,1,0.693064755209491,235,202,185.41959946786807
39,blue-collar,married,basic.9y,no,yes,no,cellular,sep,mon,791,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,0,0.6930446888404296,236,202,186.11264415670848
46,admin.,married,university.degree,no,yes,no,cellular,jul,fri,341,3,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,1,0.693041216815044,237,203,186.80568537352352
41,admin.,single,high.school,no,yes,no,cellular,aug,mon,606,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,1,0.6921853585371963,238,204,187.4978707320607
35,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2122,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6892582746130483,239,205,188.18712900667376
36,admin.,married,university.degree,no,yes,no,cellular,apr,thu,970,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.6889572883617576,240,206,188.87608629503552
30,student,single,university.degree,no,no,no,cellular,jul,tue,332,2,13,2,failure,-2.9,92.469,-33.6,0.908,5076.2,1,0.6889572883617576,241,207,189.56504358339728
31,student,single,university.degree,no,no,no,cellular,aug,tue,224,1,9,2,failure,-1.7,94.027,-38.3,0.899,4991.6,0,0.6889572883617576,242,207,190.25400087175905
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,617,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.6872317981656794,243,208,190.94123266992472
38,self-employed,married,professional.course,no,yes,no,cellular,apr,thu,779,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6872317981656794,244,209,191.62846446809039
22,student,single,high.school,no,yes,no,cellular,aug,thu,425,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.6863170981424601,245,210,192.31478156623285
35,admin.,single,university.degree,no,yes,no,cellular,may,fri,662,1,12,1,success,-1.8,92.893,-46.2,1.313,5099.1,1,0.6842906216950911,246,211,192.99907218792794
60,admin.,married,high.school,no,no,no,cellular,oct,tue,604,1,999,1,failure,-1.1,94.601,-49.5,1.037,4963.6,1,0.6817989273429317,247,212,193.68087111527086
34,admin.,single,high.school,no,yes,no,cellular,may,wed,653,1,11,1,success,-1.8,92.893,-46.2,1.334,5099.1,1,0.6817989273429317,248,213,194.3626700426138
83,retired,married,basic.4y,no,yes,no,cellular,apr,thu,321,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.6815719597546657,249,213,195.04424200236846
62,retired,married,basic.4y,no,no,no,cellular,aug,mon,317,1,9,2,failure,-1.7,94.027,-38.3,0.898,4991.6,1,0.6813204906015083,250,214,195.72556249296997
21,student,single,high.school,no,no,no,cellular,aug,thu,185,2,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,0,0.6800095174823862,251,214,196.40557201045235
33,technician,single,professional.course,no,yes,no,cellular,sep,fri,395,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,1,0.679410249883434,252,215,197.08498226033578
32,admin.,single,university.degree,no,yes,no,cellular,dec,tue,449,2,999,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,1,0.6793993888507102,253,216,197.76438164918648
25,admin.,single,university.degree,no,no,yes,cellular,nov,mon,165,1,3,2,success,-3.4,92.649,-30.1,0.715,5017.5,1,0.6792076011892326,254,217,198.4435892503757
57,blue-collar,divorced,basic.4y,no,no,no,cellular,jun,mon,233,1,12,1,success,-2.9,92.963,-40.8,1.266,5076.2,0,0.6786331846946291,255,217,199.12222243507034
66,retired,married,unknown,no,no,no,cellular,sep,tue,667,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,0,0.677964903838104,256,217,199.80018733890844
28,admin.,single,high.school,no,no,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.6769770588616676,257,218,200.4771643977701
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,390,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.6756007260739103,258,218,201.15276512384403
53,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,355,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0.6756007260739103,259,219,201.82836584991796
32,admin.,single,university.degree,no,no,no,telephone,nov,mon,1239,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0,0.6749974408681239,260,219,202.50336329078607
77,retired,divorced,unknown,no,yes,no,cellular,mar,tue,178,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,1,0.6741050609444016,261,220,203.17746835173048
29,admin.,single,university.degree,no,yes,no,cellular,jul,wed,276,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,1,0.6734257537594031,262,221,203.85089410548989
41,admin.,married,university.degree,no,yes,no,telephone,aug,thu,345,1,9,3,failure,-1.7,94.027,-38.3,0.899,4991.6,1,0.672775117819122,263,222,204.523669223309
36,admin.,divorced,high.school,no,no,no,cellular,jul,wed,1960,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6709340594072436,264,223,205.19460328271626
37,unemployed,single,university.degree,no,yes,no,cellular,mar,fri,432,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.6709236261539407,265,223,205.8655269088702
37,admin.,single,high.school,no,no,no,cellular,mar,wed,153,2,4,2,success,-1.8,93.369,-34.8,0.655,5008.7,1,0.670577540845453,266,224,206.53610444971565
39,unemployed,single,basic.9y,no,yes,no,telephone,may,mon,846,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,0.6694621792810507,267,224,207.2055666289967
73,retired,married,basic.4y,no,yes,no,cellular,jul,tue,305,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1,0.6694225161795035,268,225,207.87498914517622
32,admin.,single,university.degree,no,yes,no,cellular,mar,mon,364,3,999,0,nonexistent,-1.8,92.843,-50.0,1.52,5099.1,1,0.6692480620193315,269,226,208.54423720719555
51,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,192,1,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,1,0.6679381679808813,270,227,209.21217537517643
68,retired,married,basic.4y,unknown,yes,no,cellular,jun,mon,383,3,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,0,0.6659643255210886,271,227,209.87813970069752
78,retired,divorced,professional.course,no,yes,no,cellular,mar,tue,591,1,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,1,0.665588492674676,272,228,210.5437281933722
33,admin.,single,high.school,unknown,no,no,cellular,may,thu,1723,1,12,1,success,-1.8,92.893,-46.2,1.266,5099.1,1,0.6625156679204774,273,229,211.20624386129268
34,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1038,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6611978384631131,274,230,211.8674416997558
35,technician,divorced,basic.4y,no,no,no,cellular,nov,tue,363,1,999,0,nonexistent,-1.1,94.767,-50.8,1.035,4963.6,1,0.6611978384631131,275,231,212.52863953821893
37,management,divorced,university.degree,no,yes,no,cellular,may,mon,1173,3,9,1,success,-1.8,92.893,-46.2,1.244,5099.1,1,0.6611978384631131,276,232,213.18983737668205
26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,333,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,0,0.6611978384631131,277,232,213.85103521514517
58,admin.,married,basic.4y,unknown,no,no,cellular,may,fri,901,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.660082476898711,278,233,214.51111769204388
63,admin.,married,university.degree,no,yes,no,cellular,oct,thu,174,2,6,1,success,-1.1,94.601,-49.5,0.987,4963.6,0,0.660082476898711,279,233,215.1712001689426
39,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,1134,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6587061441109536,280,234,215.82990631305356
50,admin.,single,high.school,no,yes,no,telephone,dec,fri,705,2,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,1,0.65763859603304,281,235,216.4875449090866
23,admin.,single,high.school,no,no,no,telephone,jul,thu,331,1,999,0,nonexistent,-1.7,94.215,-40.3,0.899,4991.6,0,0.6568686323349029,282,235,217.1444135414215
